title,vote_average,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
A Knight's Tale,0.35436657949982475,"Adventure, Drama, Romance, Action",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bread and Roses,0.13060321631323774,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calle 54,-0.0931601468733493,"Documentary, Music, Foreign",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The King Is Alive,-0.2423357223310742,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sordid Lives,-0.2423357223310742,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup.com,0.13060321631323774,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Eyes,-0.46609908551766127,"Drama, Romance, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Shrek,0.8764810936018617,"Adventure, Animation, Comedy, Family, Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fast Food Fast Women,-0.2423357223310742,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moulin Rouge!,0.9510688813307244,"Drama, Music, Romance",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Little Brothers,-0.5406868732465234,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pearl Harbor,0.35436657949982475,"History, Romance, War",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Bloody Angels,2.144473484992522,"Thriller, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Himalaya,0.5781299426864125,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Cried,-0.2423357223310742,"Drama, Music, Romance, War",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Our Song,0.20519100404210053,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Castles,0.13060321631323774,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Potion No. 9,-0.5406868732465234,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Postcards from the Edge,0.13060321631323774,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Apache,-0.2423357223310742,"Action, Western",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",-0.31692351005993635,"Western, Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
City Slickers,0.056015428584375616,"Action, Adventure, Comedy, Drama, Western",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Eight Men Out,1.0256566690595865,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Horse Soldiers,0.5035421549575497,"War, Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The Kentuckian,-0.0931601468733493,"Action, Western",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
La Notte,1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Burning,0.9510688813307244,"Thriller, Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Magnificent Seven,0.9510688813307244,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Return of the Seven,-0.6152746609753862,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rio Bravo,1.1002444567884486,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Scarlet Empress,0.42895436722868757,"Drama, History, Romance",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Semi-Tough,-0.3915112977887991,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Suspect,0.20519100404210053,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Throw Momma from the Train,-0.0931601468733493,"Crime, Comedy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yi Yi,1.1748322445173114,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Midnight Madness,-0.5406868732465234,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nightwatch,0.7273055181441367,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Sand Pebbles,0.8018933058729996,"Action, Adventure, Drama, War, Romance",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Twelve O'Clock High,0.6527177304152746,"War, Action, Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Von Ryan's Express,0.42895436722868757,"Action, Drama, History, Thriller, War",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
The Animal,-1.137389175077423,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What's the Worst That Could Happen?,-0.764450236433111,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Eden,-0.018572359144487172,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Evolution,-0.31692351005993635,"Action, Comedy, Science Fiction",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swordfish,-0.018572359144487172,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Anniversary Party,0.20519100404210053,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride of the Wind,-4.568427410605093,"Romance, Drama, Music",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Divided We Fall,1.1002444567884486,"Comedy, Drama, Family, War",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Whatever Happened to Harold Smith?,0.35436657949982475,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch-22,0.42895436722868757,"War, Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Forgotten Silver,0.5781299426864125,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Break,0.5781299426864125,"Action, Thriller, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shag,-0.16774793460221143,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncommon Valor,0.056015428584375616,"Action, Adventure, Drama, Thriller",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Unlawful Entry,-0.2423357223310742,"Crime, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Youngblood,-0.2423357223310742,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gentlemen Prefer Blondes,0.7273055181441367,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How to Marry a Millionaire,0.5781299426864125,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Macabre,-0.018572359144487172,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Seven Year Itch,0.6527177304152746,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
There's No Business Like Show Business,0.42895436722868757,"Comedy, Drama, Music, Romance",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Tootsie,0.5781299426864125,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Boys Next Door,-0.16774793460221143,"Action, Crime, Drama, Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Too Late the Hero,0.20519100404210053,"Drama, Action, War",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pavilion of Women,-0.6152746609753862,"War, Drama, Romance, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
Atlantis: The Lost Empire,0.42895436722868757,"Animation, Family, Adventure, Science Fiction",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lara Croft: Tomb Raider,-0.31692351005993635,"Adventure, Fantasy, Action, Thriller",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dr. Dolittle 2,-0.9136258118908354,"Comedy, Family, Romance, Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Fast and the Furious,0.35436657949982475,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A.I. Artificial Intelligence,0.5035421549575497,"Drama, Science Fiction, Adventure",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Baby Boy,0.8764810936018617,"Crime, Drama, Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Crazy/Beautiful,0.35436657949982475,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pootie Tang,-0.5406868732465234,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow days,-0.8390380241619732,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Funny Felix,-0.764450236433111,"Comedy, Foreign",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Down from the Mountain,0.6527177304152746,"Music, Documentary",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Russian Doll,-4.568427410605093,"Romance, Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sexy Beast,0.6527177304152746,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"South of Heaven, West of Hell",-0.8390380241619732,"Action, Comedy, Drama, Western",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Princess and the Warrior,0.7273055181441367,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Closet,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolves,0.27977879177096265,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crimson Rivers,0.5035421549575497,"Crime, Mystery, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lumumba,-0.46609908551766127,"Drama, Foreign, History",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Pandaemonium,-1.211976962806285,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cats & Dogs,-0.8390380241619732,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiss of the Dragon,0.20519100404210053,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scary Movie 2,-0.5406868732465234,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost and Delirious,0.5035421549575497,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Baise-moi,-1.4357403259928723,"Crime, Drama, Romance, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Vertical Ray of the Sun,0.42895436722868757,"Drama, Foreign, Romance",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Alice,0.13060321631323774,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Another Woman,0.5035421549575497,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Blanket Bingo,0.6527177304152746,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Deal on Madonna Street,1.4731833954327607,"Crime, Comedy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cannonball Run,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannonball Run II,-0.5406868732465234,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speed Zone,-1.510328113721735,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diary of a Chambermaid,0.8018933058729996,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan's Brain,-0.31692351005993635,"Drama, Horror, Science Fiction",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Donovan's Reef,-0.0931601468733493,"Adventure, Comedy, Romance",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dr. Goldfoot and the Bikini Machine,-0.018572359144487172,"Comedy, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
House of Usher,0.27977879177096265,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Faust,1.2494200322461735,"Drama, Fantasy, Horror",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
The Last Laugh,1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Shot Liberty Valance,0.9510688813307244,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salvador,0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0.13060321631323774,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadows and Fog,0.6527177304152746,"Thriller, Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Something Wild,0.27977879177096265,"Action, Comedy, Drama, Romance",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Sons of Katie Elder,0.6527177304152746,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Thing with Two Heads,-1.6595036891794595,"Comedy, Horror, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Village of the Giants,-2.107030415552634,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X: The Man with the X-Ray Eyes,0.20519100404210053,"Horror, Science Fiction, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Nice Dreams,0.35436657949982475,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Day the Earth Caught Fire,0.8764810936018617,"Science Fiction, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The House by the Cemetery,-0.2423357223310742,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Things Are Tough All Over,-0.018572359144487172,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That Heaven Allows,0.9510688813307244,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Barefoot Contessa,0.42895436722868757,"Mystery, Drama, Romance, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
The Blackout,-0.6898624487042483,"Drama, Mystery, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Cries and Whispers,1.2494200322461735,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Entertainer,-0.46609908551766127,"Drama, Music",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Garden of the Finzi-Continis,0.35436657949982475,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Howling III: The Marsupials,-1.510328113721735,"Horror, Comedy, Foreign",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Kiss Me Deadly,0.7273055181441367,"Drama, Mystery, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
The Lion in Winter,1.1002444567884486,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Misfits,0.5035421549575497,"Drama, Action, Romance",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Moby Dick,0.5781299426864125,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Popcorn,-0.31692351005993635,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rembrandt,0.27977879177096265,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Smell of Success,1.0256566690595865,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Written on the Wind,0.5781299426864125,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The 10th Victim,-0.0931601468733493,"Comedy, Drama, Science Fiction, Thriller",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Colonel Redl,0.056015428584375616,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Obsession,0.27977879177096265,"Drama, Thriller, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Suspiria,1.0256566690595865,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fist of Fury,0.9510688813307244,"Drama, Action, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Christiane F.,0.8764810936018617,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Boss,0.8764810936018617,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game of Death,0.13060321631323774,"Drama, Action, Thriller, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last Dragon,0.20519100404210053,"Action, Adventure, Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outland,0.056015428584375616,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Way of the Dragon,0.9510688813307244,"Action, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-Rex: Back to the Cretaceous,-1.211976962806285,Family,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy: The Spirits Within,-0.16774793460221143,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Legally Blonde,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Score,0.42895436722868757,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adanggaman,1.0256566690595865,"Drama, Foreign",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bully,0.42895436722868757,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Tomorrow,0.5781299426864125,"Drama, Comedy, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Made,0.13060321631323774,"Action, Comedy, Thriller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Michael Jordan to the Max,1.0256566690595865,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More,1.3240078199750365,"Animation, Science Fiction",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thrill Ride: The Science of Fun,-0.0931601468733493,"Documentary, Adventure",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunted Castle,-0.8390380241619732,"Animation, Horror, Thriller",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Africa: The Serengeti,-0.16774793460221143,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska: Spirit of the Wild,-0.6152746609753862,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encounter in the Third Dimension,1.3985956077038986,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siegfried & Roy: The Magic Box,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 Again!,-0.31692351005993635,"Fantasy, Comedy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1969,-0.46609908551766127,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Accidental Tourist,-0.16774793460221143,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Accused,0.5035421549575497,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Above the Law,-0.16774793460221143,"Action, Adventure, Drama, Thriller",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Adventures of Baron Munchausen,0.5781299426864125,"Action, Adventure, Comedy, Fantasy",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Apartment Zero,0.5781299426864125,"Thriller, Horror, Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Appointment with Death,0.056015428584375616,"Thriller, Crime, Mystery, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Ariel,0.7273055181441367,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur 2: On the Rocks,-1.211976962806285,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bad Dreams,-0.6152746609753862,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bat*21,-0.16774793460221143,"Action, Drama, War",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Beaches,0.27977879177096265,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beast of War,0.42895436722868757,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Business,-0.2423357223310742,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Top Pee-wee,-0.764450236433111,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Biloxi Blues,0.20519100404210053,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bird,0.35436657949982475,"Drama, Music",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Blob,0.13060321631323774,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Boost,-0.6152746609753862,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bright Lights, Big City",-1.0628013873485602,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caddyshack II,-1.6595036891794595,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camille Claudel 1915,0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Camille Claudel 1915,0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casual Sex?,-1.3611525382640102,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Clean and Sober,0.13060321631323774,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocktail,-0.31692351005993635,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Colors,0.35436657949982475,"Action, Crime, Drama",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming to America,0.27977879177096265,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Couch Trip,-0.6152746609753862,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Law,-0.46609908551766127,"Drama, Thriller, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Critters,-0.16774793460221143,"Action, Comedy, Horror, Science Fiction, Thriller",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Critters 2,-0.8390380241619732,"Comedy, Horror, Science Fiction, Thriller",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Critters 3,-1.211976962806285,"Comedy, Horror, Science Fiction, Thriller",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Crossing Delancey,-0.2423357223310742,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
D.O.A.,-0.16774793460221143,"Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Dead Heat,-0.2423357223310742,"Action, Comedy, Drama, Horror, Science Fiction, Thriller",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
The Dead Pool,0.13060321631323774,"Action, Crime, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dirty Rotten Scoundrels,0.6527177304152746,"Crime, Comedy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drowning by Numbers,0.6527177304152746,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elvira, Mistress of the Dark",-0.018572359144487172,"Fantasy, Horror, Comedy, Science Fiction",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Ernest Saves Christmas,-0.9136258118908354,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
